hotelname,stars,rating,reviews,roomtype,checkin_date,checkout_date,occupancy,price,breakfast,currency,url
Rooftop Apartment no 22 - Center Art District Letná,0,8.3,169,Apartmán,2023-12-11,2023-12-12,6,4748,0,Kč,https://www.booking.com/hotel/cz/flat-no-22-flora-rooftop-apartment-kristanova.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=595961701_233782860_2_0_0&highlighted_blocks=595961701_233782860_2_0_0&matching_block_id=595961701_233782860_2_0_0&sr_pri_blocks=595961701_233782860_2_0_0__12500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Rooftop Apartment no 22 - Center Art District Letná,0,8.3,169,Apartmán Deluxe,2023-12-11,2023-12-12,4,5843,0,Kč,https://www.booking.com/hotel/cz/flat-no-22-flora-rooftop-apartment-kristanova.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=595961701_233782860_2_0_0&highlighted_blocks=595961701_233782860_2_0_0&matching_block_id=595961701_233782860_2_0_0&sr_pri_blocks=595961701_233782860_2_0_0__12500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Rooftop Apartment no 22 - Center Art District Letná,0,8.3,169,Apartmán Deluxe,2023-12-11,2023-12-12,7,7596,0,Kč,https://www.booking.com/hotel/cz/flat-no-22-flora-rooftop-apartment-kristanova.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=595961701_233782860_2_0_0&highlighted_blocks=595961701_233782860_2_0_0&matching_block_id=595961701_233782860_2_0_0&sr_pri_blocks=595961701_233782860_2_0_0__12500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Rooftop Apartment no 22 - Center Art District Letná,0,8.3,169,Apartmán Deluxe,2023-12-11,2023-12-12,8,8181,0,Kč,https://www.booking.com/hotel/cz/flat-no-22-flora-rooftop-apartment-kristanova.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=595961701_233782860_2_0_0&highlighted_blocks=595961701_233782860_2_0_0&matching_block_id=595961701_233782860_2_0_0&sr_pri_blocks=595961701_233782860_2_0_0__12500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Rooftop Apartment no 22 - Center Art District Letná,0,8.3,169,Apartmán Deluxe,2023-12-11,2023-12-12,9,8765,0,Kč,https://www.booking.com/hotel/cz/flat-no-22-flora-rooftop-apartment-kristanova.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=595961701_233782860_2_0_0&highlighted_blocks=595961701_233782860_2_0_0&matching_block_id=595961701_233782860_2_0_0&sr_pri_blocks=595961701_233782860_2_0_0__12500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Rooftop Apartment no 22 - Center Art District Letná,0,8.3,169,Apartmán Deluxe,2023-12-11,2023-12-12,10,9349,0,Kč,https://www.booking.com/hotel/cz/flat-no-22-flora-rooftop-apartment-kristanova.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=595961701_233782860_2_0_0&highlighted_blocks=595961701_233782860_2_0_0&matching_block_id=595961701_233782860_2_0_0&sr_pri_blocks=595961701_233782860_2_0_0__12500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
TurnKey Ovenia Apartments,0,8.7,64,Apartmán s terasou,2023-12-11,2023-12-12,2,2582,0,Kč,https://www.booking.com/hotel/cz/turnkey-ovenia-apartments.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1019901302_374393580_2_0_0&highlighted_blocks=1019901302_374393580_2_0_0&matching_block_id=1019901302_374393580_2_0_0&sr_pri_blocks=1019901302_374393580_2_0_0__10900&from=searchresults#hotelTmpl
TurnKey Ovenia Apartments,0,8.7,64,Apartmán s terasou,2023-12-11,2023-12-12,3,2813,0,Kč,https://www.booking.com/hotel/cz/turnkey-ovenia-apartments.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1019901302_374393580_2_0_0&highlighted_blocks=1019901302_374393580_2_0_0&matching_block_id=1019901302_374393580_2_0_0&sr_pri_blocks=1019901302_374393580_2_0_0__10900&from=searchresults#hotelTmpl
TurnKey Ovenia Apartments,0,8.7,64,Apartmán s terasou,2023-12-11,2023-12-12,4,3045,0,Kč,https://www.booking.com/hotel/cz/turnkey-ovenia-apartments.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1019901302_374393580_2_0_0&highlighted_blocks=1019901302_374393580_2_0_0&matching_block_id=1019901302_374393580_2_0_0&sr_pri_blocks=1019901302_374393580_2_0_0__10900&from=searchresults#hotelTmpl
TurnKey Ovenia Apartments,0,8.7,64,Apartmán s terasou,2023-12-11,2023-12-12,5,3276,0,Kč,https://www.booking.com/hotel/cz/turnkey-ovenia-apartments.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1019901302_374393580_2_0_0&highlighted_blocks=1019901302_374393580_2_0_0&matching_block_id=1019901302_374393580_2_0_0&sr_pri_blocks=1019901302_374393580_2_0_0__10900&from=searchresults#hotelTmpl
TurnKey Ovenia Apartments,0,8.7,64,Studio,2023-12-11,2023-12-12,2,2721,0,Kč,https://www.booking.com/hotel/cz/turnkey-ovenia-apartments.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1019901302_374393580_2_0_0&highlighted_blocks=1019901302_374393580_2_0_0&matching_block_id=1019901302_374393580_2_0_0&sr_pri_blocks=1019901302_374393580_2_0_0__10900&from=searchresults#hotelTmpl
TurnKey Ovenia Apartments,0,8.7,64,Studio,2023-12-11,2023-12-12,3,2952,0,Kč,https://www.booking.com/hotel/cz/turnkey-ovenia-apartments.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1019901302_374393580_2_0_0&highlighted_blocks=1019901302_374393580_2_0_0&matching_block_id=1019901302_374393580_2_0_0&sr_pri_blocks=1019901302_374393580_2_0_0__10900&from=searchresults#hotelTmpl
TurnKey Ovenia Apartments,0,8.7,64,Studio,2023-12-11,2023-12-12,4,3183,0,Kč,https://www.booking.com/hotel/cz/turnkey-ovenia-apartments.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1019901302_374393580_2_0_0&highlighted_blocks=1019901302_374393580_2_0_0&matching_block_id=1019901302_374393580_2_0_0&sr_pri_blocks=1019901302_374393580_2_0_0__10900&from=searchresults#hotelTmpl
TurnKey Ovenia Apartments,0,8.7,64,Apartmán s terasou,2023-12-11,2023-12-12,2,2929,0,Kč,https://www.booking.com/hotel/cz/turnkey-ovenia-apartments.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1019901302_374393580_2_0_0&highlighted_blocks=1019901302_374393580_2_0_0&matching_block_id=1019901302_374393580_2_0_0&sr_pri_blocks=1019901302_374393580_2_0_0__10900&from=searchresults#hotelTmpl
TurnKey Ovenia Apartments,0,8.7,64,Apartmán s terasou,2023-12-11,2023-12-12,3,3160,0,Kč,https://www.booking.com/hotel/cz/turnkey-ovenia-apartments.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1019901302_374393580_2_0_0&highlighted_blocks=1019901302_374393580_2_0_0&matching_block_id=1019901302_374393580_2_0_0&sr_pri_blocks=1019901302_374393580_2_0_0__10900&from=searchresults#hotelTmpl
TurnKey Ovenia Apartments,0,8.7,64,Apartmán s terasou,2023-12-11,2023-12-12,4,3392,0,Kč,https://www.booking.com/hotel/cz/turnkey-ovenia-apartments.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1019901302_374393580_2_0_0&highlighted_blocks=1019901302_374393580_2_0_0&matching_block_id=1019901302_374393580_2_0_0&sr_pri_blocks=1019901302_374393580_2_0_0__10900&from=searchresults#hotelTmpl
Apartments U Krále Brabantského,4,9.4,149,Apartmán s 1 ložnicí,2023-12-11,2023-12-12,2,4115,0,Kč,https://www.booking.com/hotel/cz/apartments-u-krale-brabantskeho.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=160334301_304803079_2_2_0&highlighted_blocks=160334301_304803079_2_2_0&matching_block_id=160334301_304803079_2_2_0&sr_pri_blocks=160334301_304803079_2_2_0__16900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Apartments U Krále Brabantského,4,9.4,149,Apartmán s 1 ložnicí,2023-12-11,2023-12-12,3,4717,0,Kč,https://www.booking.com/hotel/cz/apartments-u-krale-brabantskeho.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=160334301_304803079_2_2_0&highlighted_blocks=160334301_304803079_2_2_0&matching_block_id=160334301_304803079_2_2_0&sr_pri_blocks=160334301_304803079_2_2_0__16900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Apartments U Krále Brabantského,4,9.4,149,Apartmán s 1 ložnicí,2023-12-11,2023-12-12,4,4918,0,Kč,https://www.booking.com/hotel/cz/apartments-u-krale-brabantskeho.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=160334301_304803079_2_2_0&highlighted_blocks=160334301_304803079_2_2_0&matching_block_id=160334301_304803079_2_2_0&sr_pri_blocks=160334301_304803079_2_2_0__16900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Apartments U Krále Brabantského,4,9.4,149,Apartmán s 1 ložnicí,2023-12-11,2023-12-12,1,3664,0,Kč,https://www.booking.com/hotel/cz/apartments-u-krale-brabantskeho.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=160334301_304803079_2_2_0&highlighted_blocks=160334301_304803079_2_2_0&matching_block_id=160334301_304803079_2_2_0&sr_pri_blocks=160334301_304803079_2_2_0__16900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Apartments U Krále Brabantského,4,9.4,149,Apartmán s 1 ložnicí,2023-12-11,2023-12-12,2,4115,0,Kč,https://www.booking.com/hotel/cz/apartments-u-krale-brabantskeho.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=160334301_304803079_2_2_0&highlighted_blocks=160334301_304803079_2_2_0&matching_block_id=160334301_304803079_2_2_0&sr_pri_blocks=160334301_304803079_2_2_0__16900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Cozy apartment in the heart of Prague,0,9.2,46,Apartmán s 1 ložnicí,2023-12-11,2023-12-12,2,2727,0,Kč,https://www.booking.com/hotel/cz/cozy-apartment-in-the-heart-of-prague-hlavni-mesto-praha.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=86&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1013206101_377442005_2_0_0&highlighted_blocks=1013206101_377442005_2_0_0&matching_block_id=1013206101_377442005_2_0_0&sr_pri_blocks=1013206101_377442005_2_0_0__11199&from=searchresults#hotelTmpl
Cozy apartment in the heart of Prague,0,9.2,46,Apartmán s 1 ložnicí,2023-12-11,2023-12-12,4,3208,0,Kč,https://www.booking.com/hotel/cz/cozy-apartment-in-the-heart-of-prague-hlavni-mesto-praha.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=86&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1013206101_377442005_2_0_0&highlighted_blocks=1013206101_377442005_2_0_0&matching_block_id=1013206101_377442005_2_0_0&sr_pri_blocks=1013206101_377442005_2_0_0__11199&from=searchresults#hotelTmpl
