hotelname,stars,rating,reviews,roomtype,checkin_date,checkout_date,occupancy,price,breakfast,currency,url
LYLY - Modern apartment with free parking in Prague,0,8.7,66,Apartmán,2023-12-11,2023-12-12,3,3498,0,Kč,https://www.booking.com/hotel/cz/lyly-apartment.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=98&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=881440401_362696692_2_0_0&highlighted_blocks=881440401_362696692_2_0_0&matching_block_id=881440401_362696692_2_0_0&sr_pri_blocks=881440401_362696692_2_0_0__12100&from=searchresults#hotelTmpl
LYLY - Modern apartment with free parking in Prague,0,8.7,66,Apartmán,2023-12-11,2023-12-12,4,4198,0,Kč,https://www.booking.com/hotel/cz/lyly-apartment.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=98&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=881440401_362696692_2_0_0&highlighted_blocks=881440401_362696692_2_0_0&matching_block_id=881440401_362696692_2_0_0&sr_pri_blocks=881440401_362696692_2_0_0__12100&from=searchresults#hotelTmpl
LYLY - Modern apartment with free parking in Prague,0,8.7,66,Apartmán,2023-12-11,2023-12-12,5,4898,0,Kč,https://www.booking.com/hotel/cz/lyly-apartment.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=98&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=881440401_362696692_2_0_0&highlighted_blocks=881440401_362696692_2_0_0&matching_block_id=881440401_362696692_2_0_0&sr_pri_blocks=881440401_362696692_2_0_0__12100&from=searchresults#hotelTmpl
Cozy Apt Near Prague Castle,0,9.3,12,Apartmán,2023-12-11,2023-12-12,3,2695,0,Kč,https://www.booking.com/hotel/cz/cozy-apt-near-prague-castle-hlavni-mesto-praha.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=97&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1068602501_379342946_3_0_0&highlighted_blocks=1068602501_379342946_3_0_0&matching_block_id=1068602501_379342946_3_0_0&sr_pri_blocks=1068602501_379342946_3_0_0__11070&from=searchresults#hotelTmpl
Cozy Apt Near Prague Castle,0,9.3,12,Apartmán,2023-12-11,2023-12-12,3,2995,0,Kč,https://www.booking.com/hotel/cz/cozy-apt-near-prague-castle-hlavni-mesto-praha.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=97&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1068602501_379342946_3_0_0&highlighted_blocks=1068602501_379342946_3_0_0&matching_block_id=1068602501_379342946_3_0_0&sr_pri_blocks=1068602501_379342946_3_0_0__11070&from=searchresults#hotelTmpl
Stunning Design Apartment,0,8.4,29,Apartmán Deluxe,2023-12-11,2023-12-12,2,2922,0,Kč,https://www.booking.com/hotel/cz/stunning-design-apartment.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=96&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=178920001_376003136_2_0_0&highlighted_blocks=178920001_376003136_2_0_0&matching_block_id=178920001_376003136_2_0_0&sr_pri_blocks=178920001_376003136_2_0_0__12000&from=searchresults#hotelTmpl
Stunning Design Apartment,0,8.4,29,Apartmán Deluxe,2023-12-11,2023-12-12,3,3652,0,Kč,https://www.booking.com/hotel/cz/stunning-design-apartment.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=96&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=178920001_376003136_2_0_0&highlighted_blocks=178920001_376003136_2_0_0&matching_block_id=178920001_376003136_2_0_0&sr_pri_blocks=178920001_376003136_2_0_0__12000&from=searchresults#hotelTmpl
Stunning Design Apartment,0,8.4,29,Apartmán Deluxe,2023-12-11,2023-12-12,4,4139,0,Kč,https://www.booking.com/hotel/cz/stunning-design-apartment.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=96&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=178920001_376003136_2_0_0&highlighted_blocks=178920001_376003136_2_0_0&matching_block_id=178920001_376003136_2_0_0&sr_pri_blocks=178920001_376003136_2_0_0__12000&from=searchresults#hotelTmpl
Stunning Design Apartment,0,8.4,29,Apartmán Deluxe,2023-12-11,2023-12-12,5,4626,0,Kč,https://www.booking.com/hotel/cz/stunning-design-apartment.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=96&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=178920001_376003136_2_0_0&highlighted_blocks=178920001_376003136_2_0_0&matching_block_id=178920001_376003136_2_0_0&sr_pri_blocks=178920001_376003136_2_0_0__12000&from=searchresults#hotelTmpl
Prague AirPort Apartment,0,9.9,33,Apartmán se 2 ložnicemi,2023-12-11,2023-12-12,4,3896,0,Kč,https://www.booking.com/hotel/cz/airport-apartman.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=94&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1028855701_378641459_4_0_0&highlighted_blocks=1028855701_378641459_4_0_0&matching_block_id=1028855701_378641459_4_0_0&sr_pri_blocks=1028855701_378641459_4_0_0__16000&from=searchresults#hotelTmpl
Prague AirPort Apartment,0,9.9,33,Apartmán se 2 ložnicemi,2023-12-11,2023-12-12,5,4869,0,Kč,https://www.booking.com/hotel/cz/airport-apartman.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=94&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1028855701_378641459_4_0_0&highlighted_blocks=1028855701_378641459_4_0_0&matching_block_id=1028855701_378641459_4_0_0&sr_pri_blocks=1028855701_378641459_4_0_0__16000&from=searchresults#hotelTmpl
Prague AirPort Apartment,0,9.9,33,Apartmán se 2 ložnicemi,2023-12-11,2023-12-12,6,5356,0,Kč,https://www.booking.com/hotel/cz/airport-apartman.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=94&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1028855701_378641459_4_0_0&highlighted_blocks=1028855701_378641459_4_0_0&matching_block_id=1028855701_378641459_4_0_0&sr_pri_blocks=1028855701_378641459_4_0_0__16000&from=searchresults#hotelTmpl
Byt v centru Prahy,0,9.5,12,Apartmán s 1 ložnicí,2023-12-11,2023-12-12,4,3037,0,Kč,https://www.booking.com/hotel/cz/apartment-near-the-center-hlavni-mesto-praha.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=93&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1066570901_383310686_4_0_0&highlighted_blocks=1066570901_383310686_4_0_0&matching_block_id=1066570901_383310686_4_0_0&sr_pri_blocks=1066570901_383310686_4_0_0__12474&from=searchresults#hotelTmpl
Byt v centru Prahy,0,9.5,12,Apartmán s 1 ložnicí,2023-12-11,2023-12-12,2,3044,0,Kč,https://www.booking.com/hotel/cz/apartment-near-the-center-hlavni-mesto-praha.cs.html?label=gog235jc-1FCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQH4AQ2IAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIG4AIB&sid=c0b14234663a36fc66ae8b417d55092c&aid=397594&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-12&dest_id=-553173&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=93&sr_order=popularity&nflt=ht_id%3D201%3Broomfacility%3D38%3Bhotelfacility%3D2%3Breview_score%3D80%3Bhotelfacility%3D107&srpvid=48116595b0c300ea&srepoch=1701181612&all_sr_blocks=1066570901_383310686_4_0_0&highlighted_blocks=1066570901_383310686_4_0_0&matching_block_id=1066570901_383310686_4_0_0&sr_pri_blocks=1066570901_383310686_4_0_0__12474&from=searchresults#hotelTmpl
